customer_id,first_name,last_name,gender,birth_date,country,city,customer_segment,loyalty_tier,signup_date,preferred_channel
CUST0084,Nadia,Diallo,M,1976-01-26 00:00:00,Nigeria,Lagos,Business,Silver,2024-09-13 00:00:00,Mobile App
CUST0085,Jean,Kone,M,1970-09-07 00:00:00,Senegal,Dakar,Business,None,2023-03-08 00:00:00,Web
CUST0086,Bintou,Sow,M,1975-07-04 00:00:00,Nigeria,Lagos,Standard,None,2023-04-09 00:00:00,Corporate Desk
CUST0087,Serge,Kone,F,1979-03-14 00:00:00,Nigeria,Lagos,Standard,Silver,2024-07-05 00:00:00,Web
CUST0088,Fatou,Mensah,M,1988-05-24 00:00:00,Senegal,Dakar,Budget,None,2023-09-09 00:00:00,Mobile App
CUST0089,Fatou,Ndiaye,F,1985-02-13 00:00:00,Ghana,Accra,Premium,Explorer,2023-08-25 00:00:00,Web
CUST0090,Nadia,Konan,F,1965-08-27 00:00:00,Benin,Cotonou,Business,Gold,2023-02-11 00:00:00,Travel Agency
CUST0091,Koffi,Konan,F,1977-02-12 00:00:00,Ghana,Accra,Standard,None,2024-11-11 00:00:00,Web
CUST0092,Aminata,Ndiaye,M,1978-01-12 00:00:00,Côte d'Ivoire,Bouaké,Budget,None,2023-09-19 00:00:00,Web
CUST0093,Serge,Kouassi,F,1985-07-22 00:00:00,France,Paris,Budget,None,2023-07-28 00:00:00,Web
CUST0094,Bintou,Kone,F,1991-02-26 00:00:00,Nigeria,Lagos,Business,None,2024-06-30 00:00:00,Web
CUST0095,Mariam,Ouattara,M,1991-05-22 00:00:00,Benin,Cotonou,Standard,None,2024-08-03 00:00:00,Travel Agency
CUST0096,Amadou,Konan,M,1977-07-24 00:00:00,Nigeria,Lagos,Standard,None,2023-06-10 00:00:00,Corporate Desk
CUST0097,Koffi,Ouattara,M,1994-03-05 00:00:00,Côte d'Ivoire,Abidjan,Budget,None,2024-02-11 00:00:00,Web
CUST0098,Didier,Amani,F,1974-06-10 00:00:00,France,Paris,Standard,Gold,2023-04-22 00:00:00,Corporate Desk
CUST0099,Yao,Mensah,F,1967-08-11 00:00:00,Nigeria,Lagos,Standard,Explorer,2023-03-30 00:00:00,Mobile App
CUST0100,Yao,Ndiaye,M,1977-08-06 00:00:00,Benin,Cotonou,Budget,Gold,2023-06-10 00:00:00,Corporate Desk
CUST0101,Koffi,Diallo,F,1977-01-18 00:00:00,Senegal,Dakar,Business,None,2024-02-04 00:00:00,Corporate Desk
CUST0102,Aminata,Mensah,M,1984-10-08 00:00:00,France,Paris,Standard,Explorer,2024-05-30 00:00:00,Corporate Desk
CUST0103,Awa,Konan,M,1994-04-15 00:00:00,Ghana,Accra,Business,Silver,2024-02-14 00:00:00,Web
CUST0104,Mariam,Amani,M,1988-02-26 00:00:00,Côte d'Ivoire,Bouaké,Standard,Silver,2023-02-11 00:00:00,Mobile App
CUST0105,Serge,Amani,F,1968-09-13 00:00:00,Côte d'Ivoire,Yamoussoukro,Premium,None,2023-03-09 00:00:00,Web
CUST0106,Mariam,Kone,M,1975-11-26 00:00:00,Ghana,Accra,Budget,Explorer,2023-09-16 00:00:00,Mobile App
CUST0107,Didier,Mensah,M,1974-05-17 00:00:00,Senegal,Dakar,Standard,None,2024-06-02 00:00:00,Mobile App
CUST0108,Jean,Konan,F,1976-07-06 00:00:00,Senegal,Dakar,Business,Gold,2023-06-22 00:00:00,Travel Agency
CUST0109,Bintou,Konan,M,1993-09-17 00:00:00,Côte d'Ivoire,Yamoussoukro,Business,Gold,2023-09-16 00:00:00,Corporate Desk
CUST0110,Jean,Mensah,M,1988-10-05 00:00:00,Benin,Cotonou,Standard,None,2023-08-24 00:00:00,Mobile App
CUST0111,Serge,Konan,M,1998-05-10 00:00:00,France,Paris,Business,Silver,2023-08-15 00:00:00,Mobile App
CUST0112,Didier,Ouattara,M,1997-06-02 00:00:00,Senegal,Dakar,Standard,Explorer,2023-02-16 00:00:00,Web
CUST0113,Awa,Ndiaye,M,1984-02-17 00:00:00,Côte d'Ivoire,Bouaké,Standard,Explorer,2023-11-05 00:00:00,Mobile App
CUST0114,Jean,Ndiaye,M,1975-03-01 00:00:00,Ghana,Accra,Business,Explorer,2023-03-07 00:00:00,Mobile App
CUST0115,Fatou,Ouattara,M,1965-01-21 00:00:00,Benin,Cotonou,Standard,Explorer,2024-09-08 00:00:00,Corporate Desk
CUST0116,Mariam,Konan,F,1968-09-01 00:00:00,Ghana,Accra,Budget,None,2023-04-18 00:00:00,Web
CUST0117,Bintou,Kouassi,F,1991-04-17 00:00:00,France,Paris,Business,None,2023-11-13 00:00:00,Web
CUST0118,Aminata,Konan,M,1999-01-13 00:00:00,Senegal,Dakar,Business,Explorer,2024-11-02 00:00:00,Corporate Desk
CUST0119,Yao,Traore,M,1979-11-02 00:00:00,Ghana,Accra,Standard,Silver,2023-09-27 00:00:00,Web
CUST0120,Aminata,Sow,M,1998-05-10 00:00:00,Senegal,Dakar,Budget,Explorer,2023-06-23 00:00:00,Travel Agency
CUST0121,Serge,Kouassi,F,1985-04-13 00:00:00,Ghana,Accra,Standard,Explorer,2024-10-07 00:00:00,Corporate Desk
CUST0122,Bintou,Konan,F,1992-12-08 00:00:00,Nigeria,Lagos,Business,Explorer,2024-08-22 00:00:00,Web
CUST0123,Mariam,Diallo,F,1966-02-04 00:00:00,France,Paris,Standard,None,2023-01-30 00:00:00,Web
CUST0124,Mariam,Konan,F,1967-02-28 00:00:00,Côte d'Ivoire,Yamoussoukro,Business,None,2024-06-30 00:00:00,Web
CUST0125,Amadou,Traore,F,1978-04-04 00:00:00,Benin,Cotonou,Budget,Silver,2024-10-11 00:00:00,Web
CUST0126,Aminata,Mensah,M,1971-03-04 00:00:00,Benin,Cotonou,Standard,None,2023-09-25 00:00:00,Web
CUST0127,Fatou,Mensah,F,1988-06-25 00:00:00,Senegal,Dakar,Business,Explorer,2023-02-01 00:00:00,Corporate Desk
CUST0128,Amadou,Sow,F,1987-08-23 00:00:00,Côte d'Ivoire,Abidjan,Standard,None,2023-04-04 00:00:00,Travel Agency
CUST0129,Amadou,Konan,F,1983-01-01 00:00:00,Ghana,Accra,Standard,Explorer,2023-07-08 00:00:00,Corporate Desk
CUST0130,Jean,Sow,M,1975-05-27 00:00:00,France,Paris,Premium,None,2023-06-19 00:00:00,Web
CUST0131,Koffi,Kone,F,1985-06-04 00:00:00,Benin,Cotonou,Premium,Gold,2023-03-30 00:00:00,Corporate Desk
CUST0132,Awa,Amani,F,1984-05-14 00:00:00,Benin,Cotonou,Standard,Gold,2023-08-28 00:00:00,Corporate Desk
CUST0133,Bintou,Ndiaye,F,1987-10-11 00:00:00,Ghana,Accra,Business,Explorer,2024-07-21 00:00:00,Travel Agency
CUST0134,Nadia,Kone,M,1979-03-11 00:00:00,Ghana,Accra,Standard,Silver,2024-06-03 00:00:00,Mobile App
CUST0135,Fatou,Ndiaye,F,1974-04-24 00:00:00,Senegal,Dakar,Standard,None,2023-08-30 00:00:00,Travel Agency
CUST0136,Fatou,Traore,F,1971-04-13 00:00:00,Ghana,Accra,Premium,Silver,2023-11-01 00:00:00,Corporate Desk
CUST0137,Yao,Traore,F,1982-04-13 00:00:00,Senegal,Dakar,Budget,Explorer,2024-03-23 00:00:00,Mobile App
CUST0138,Aminata,Mensah,M,1966-03-09 00:00:00,France,Paris,Budget,None,2024-03-16 00:00:00,Corporate Desk
CUST0139,Aminata,Ndiaye,F,1976-11-04 00:00:00,Ghana,Accra,Standard,None,2023-04-11 00:00:00,Corporate Desk
CUST0140,Amadou,Diallo,M,1992-08-15 00:00:00,Ghana,Accra,Standard,Explorer,2024-11-22 00:00:00,Mobile App
CUST0141,Jean,Konan,M,1996-02-02 00:00:00,Benin,Cotonou,Standard,None,2023-07-24 00:00:00,Travel Agency
CUST0142,Didier,Kone,F,1995-09-01 00:00:00,Côte d'Ivoire,Yamoussoukro,Business,Explorer,2023-12-18 00:00:00,Corporate Desk
CUST0143,Nadia,Kouassi,F,1990-09-25 00:00:00,Benin,Cotonou,Business,Explorer,2024-10-14 00:00:00,Web
CUST0144,Fatou,Ouattara,M,1968-01-03 00:00:00,Senegal,Dakar,Premium,Explorer,2024-11-22 00:00:00,Travel Agency
CUST0145,Fatou,Traore,F,1984-12-13 00:00:00,France,Paris,Premium,Gold,2024-04-18 00:00:00,Mobile App
CUST0146,Mariam,Traore,F,1995-11-18 00:00:00,Ghana,Accra,Business,None,2024-11-13 00:00:00,Corporate Desk
CUST0147,Fatou,Sow,F,1995-06-26 00:00:00,Nigeria,Lagos,Standard,Explorer,2023-09-17 00:00:00,Corporate Desk
CUST0148,Mariam,Kone,F,1982-06-08 00:00:00,Benin,Cotonou,Standard,Explorer,2024-09-30 00:00:00,Web
CUST0149,Jean,Diallo,M,1989-01-03 00:00:00,Benin,Cotonou,Business,None,2023-12-20 00:00:00,Web
CUST0150,Awa,Kouassi,F,1983-05-20 00:00:00,Benin,Cotonou,Standard,Gold,2023-07-10 00:00:00,Corporate Desk
CUST0151,Mariam,Kouassi,M,1999-03-20 00:00:00,Senegal,Dakar,Business,Gold,2024-10-13 00:00:00,Travel Agency
CUST0152,Nadia,Kouassi,F,1993-11-04 00:00:00,Ghana,Accra,Standard,None,2023-05-23 00:00:00,Corporate Desk
CUST0153,Bintou,Konan,M,1994-03-23 00:00:00,Nigeria,Lagos,Standard,None,2024-09-05 00:00:00,Web
CUST0154,Jean,Kone,M,1983-08-12 00:00:00,Ghana,Accra,Standard,Gold,2023-03-19 00:00:00,Mobile App
CUST0155,Jean,Konan,F,1967-11-24 00:00:00,Benin,Cotonou,Business,None,2024-05-10 00:00:00,Corporate Desk
CUST0156,Awa,Kouassi,M,1973-06-04 00:00:00,Ghana,Accra,Standard,Silver,2024-07-21 00:00:00,Mobile App
CUST0157,Amadou,Amani,M,1981-09-02 00:00:00,Senegal,Dakar,Standard,Silver,2024-02-18 00:00:00,Travel Agency
CUST0158,Fatou,Sow,M,1978-11-16 00:00:00,France,Paris,Standard,None,2023-11-03 00:00:00,Mobile App
CUST0159,Aminata,Traore,F,1990-12-18 00:00:00,France,Paris,Standard,None,2023-11-04 00:00:00,Web
CUST0160,Awa,Kouassi,M,1968-09-18 00:00:00,Côte d'Ivoire,Yamoussoukro,Standard,None,2024-11-20 00:00:00,Web
CUST0161,Awa,Kone,F,1971-11-06 00:00:00,Ghana,Accra,Standard,None,2024-11-02 00:00:00,Web
CUST0162,Mariam,Mensah,M,1984-03-14 00:00:00,Senegal,Dakar,Standard,Explorer,2024-10-19 00:00:00,Web
CUST0163,Didier,Sow,F,1972-07-19 00:00:00,Nigeria,Lagos,Standard,None,2024-02-01 00:00:00,Mobile App
CUST0164,Amadou,Sow,F,1970-11-16 00:00:00,Nigeria,Lagos,Business,Explorer,2024-03-13 00:00:00,Web
CUST0165,Aminata,Traore,F,1978-02-05 00:00:00,Côte d'Ivoire,Bouaké,Budget,Silver,2023-09-06 00:00:00,Corporate Desk
CUST0166,Serge,Diallo,F,1988-12-23 00:00:00,Benin,Cotonou,Business,None,2024-10-05 00:00:00,Corporate Desk
CUST0167,Aminata,Mensah,F,1967-01-02 00:00:00,Nigeria,Lagos,Business,Silver,2024-09-25 00:00:00,Web
CUST0168,Fatou,Mensah,F,1996-10-02 00:00:00,Nigeria,Lagos,Standard,Explorer,2024-03-25 00:00:00,Corporate Desk
CUST0169,Mariam,Diallo,F,1988-11-06 00:00:00,Benin,Cotonou,Standard,Silver,2024-04-08 00:00:00,Travel Agency
CUST0170,Jean,Mensah,M,1968-10-21 00:00:00,France,Paris,Business,Silver,2023-01-16 00:00:00,Mobile App
CUST0171,Fatou,Ndiaye,M,1980-07-13 00:00:00,France,Paris,Standard,Gold,2024-04-07 00:00:00,Travel Agency
CUST0172,Awa,Amani,M,1982-07-06 00:00:00,Benin,Cotonou,Standard,None,2024-08-08 00:00:00,Mobile App
CUST0173,Bintou,Kone,M,1999-02-18 00:00:00,Senegal,Dakar,Business,None,2023-08-28 00:00:00,Travel Agency
CUST0174,Awa,Ouattara,M,1978-05-19 00:00:00,France,Paris,Business,Explorer,2023-03-31 00:00:00,Travel Agency
CUST0175,Yao,Ouattara,M,1998-06-16 00:00:00,Côte d'Ivoire,Yamoussoukro,Standard,None,2023-07-16 00:00:00,Web
CUST0176,Serge,Mensah,M,1987-07-25 00:00:00,Ghana,Accra,Standard,Gold,2024-05-20 00:00:00,Travel Agency
CUST0177,Jean,Kone,F,1974-06-20 00:00:00,Côte d'Ivoire,Abidjan,Standard,Explorer,2023-01-22 00:00:00,Web
CUST0178,Yao,Ndiaye,M,1978-05-25 00:00:00,Côte d'Ivoire,Bouaké,Standard,Gold,2024-08-30 00:00:00,Mobile App
CUST0179,Awa,Amani,F,1976-07-03 00:00:00,Senegal,Dakar,Budget,Explorer,2024-04-14 00:00:00,Corporate Desk
CUST0180,Didier,Ouattara,F,1970-05-11 00:00:00,Côte d'Ivoire,Yamoussoukro,Standard,None,2024-11-16 00:00:00,Corporate Desk
CUST0181,Nadia,Diallo,M,1980-12-08 00:00:00,Ghana,Accra,Budget,None,2023-12-27 00:00:00,Web
CUST0182,Awa,Konan,M,1997-12-24 00:00:00,France,Paris,Budget,None,2023-01-06 00:00:00,Mobile App
CUST0183,Serge,Mensah,M,1971-08-11 00:00:00,Benin,Cotonou,Standard,None,2024-05-07 00:00:00,Corporate Desk
CUST0184,Nadia,Kouassi,F,1965-08-23 00:00:00,Ghana,Accra,Business,None,2023-08-14 00:00:00,Web
CUST0185,Jean,Diallo,M,1971-07-27 00:00:00,France,Paris,Standard,Explorer,2023-12-14 00:00:00,Travel Agency
CUST0186,Nadia,Traore,M,1974-06-08 00:00:00,Ghana,Accra,Budget,Explorer,2023-05-29 00:00:00,Corporate Desk
CUST0187,Fatou,Ouattara,M,1980-03-01 00:00:00,Ghana,Accra,Standard,None,2023-06-21 00:00:00,Travel Agency
CUST0188,Koffi,Amani,M,1995-02-05 00:00:00,Nigeria,Lagos,Standard,Silver,2023-08-05 00:00:00,Corporate Desk
CUST0189,Koffi,Mensah,F,1988-07-09 00:00:00,Senegal,Dakar,Premium,None,2023-10-24 00:00:00,Corporate Desk
CUST0190,Awa,Mensah,F,1966-08-26 00:00:00,Ghana,Accra,Standard,Explorer,2024-06-23 00:00:00,Travel Agency
CUST0191,Jean,Ouattara,F,1991-04-09 00:00:00,Ghana,Accra,Budget,None,2023-08-24 00:00:00,Mobile App
CUST0192,Didier,Traore,F,1996-05-06 00:00:00,Ghana,Accra,Budget,Silver,2024-10-05 00:00:00,Mobile App
CUST0193,Fatou,Kouassi,F,1969-12-24 00:00:00,France,Paris,Business,Gold,2024-06-14 00:00:00,Travel Agency
CUST0194,Fatou,Kone,F,1965-07-25 00:00:00,Senegal,Dakar,Budget,Silver,2023-09-12 00:00:00,Mobile App
CUST0195,Jean,Konan,F,1988-10-20 00:00:00,France,Paris,Standard,Gold,2024-06-12 00:00:00,Web
CUST0196,Jean,Kouassi,M,1989-10-25 00:00:00,Côte d'Ivoire,Abidjan,Standard,None,2024-05-21 00:00:00,Corporate Desk
CUST0197,Awa,Sow,F,1966-04-03 00:00:00,France,Paris,Standard,None,2023-11-16 00:00:00,Travel Agency
CUST0198,Awa,Konan,F,1977-05-01 00:00:00,France,Paris,Standard,Silver,2023-04-16 00:00:00,Travel Agency
CUST0199,Serge,Diallo,F,1982-02-15 00:00:00,Côte d'Ivoire,Bouaké,Standard,Silver,2023-04-23 00:00:00,Web
CUST0200,Amadou,Diallo,F,1979-03-22 00:00:00,Côte d'Ivoire,Yamoussoukro,Standard,Explorer,2023-01-19 00:00:00,Corporate Desk
CUST0201,Amadou,Ndiaye,F,1990-01-25 00:00:00,Benin,Cotonou,Standard,None,2023-12-10 00:00:00,Corporate Desk
CUST0202,Jean,Ouattara,F,1985-09-05 00:00:00,France,Paris,Standard,Explorer,2024-10-09 00:00:00,Web
CUST0203,Koffi,Sow,F,1969-06-14 00:00:00,Senegal,Dakar,Standard,None,2023-05-23 00:00:00,Corporate Desk
CUST0204,Nadia,Konan,F,1967-11-20 00:00:00,Nigeria,Lagos,Premium,Explorer,2024-10-05 00:00:00,Web
CUST0205,Koffi,Mensah,F,1998-01-14 00:00:00,France,Paris,Premium,None,2023-11-09 00:00:00,Travel Agency
CUST0206,Mariam,Traore,F,1997-05-03 00:00:00,Benin,Cotonou,Standard,Gold,2024-03-26 00:00:00,Web
CUST0207,Mariam,Mensah,M,1983-05-08 00:00:00,France,Paris,Business,None,2024-04-10 00:00:00,Mobile App
